Priority_Rank,Churn_Prob,Contract,CLTV,Monthly_Charge,Discount_Rate,Monthly_Discount,Annual_Offer_Cost,Expected_Loss,Net_ROI
84,0.79,Month-to-Month,3348,77.688,0.05,3.8844000000000003,46.61280000000001,2644.92,2598.3072
85,0.76,Month-to-Month,3429,77.376,0.05,3.8688000000000002,46.4256,2606.04,2559.6144
86,0.83,Month-to-Month,3106,92.352,0.05,4.6176,55.41120000000001,2577.98,2522.5688
87,0.8,Month-to-Month,3123,92.716,0.05,4.6358,55.629599999999996,2498.4,2442.7704
88,0.83,Month-to-Month,2982,99.06,0.05,4.953,59.43600000000001,2475.06,2415.624
89,0.82,Month-to-Month,2984,108.94,0.05,5.447,65.364,2446.8799999999997,2381.5159999999996
90,0.82,Month-to-Month,2943,83.252,0.05,4.1626,49.9512,2413.2599999999998,2363.3088
91,0.81,Month-to-Month,2961,84.084,0.05,4.2042,50.4504,2398.4100000000003,2347.9596
92,0.96,Month-to-Month,2494,111.176,0.15,16.6764,200.1168,2394.24,2194.1232
93,0.76,Month-to-Month,3099,100.984,0.05,5.0492,60.5904,2355.2400000000002,2294.6496
94,0.82,Month-to-Month,2857,49.036,0.05,2.4518000000000004,29.421600000000005,2342.74,2313.3183999999997
95,0.84,Month-to-Month,2777,105.768,0.05,5.2884,63.460800000000006,2332.68,2269.2192
96,0.87,Month-to-Month,2627,94.172,0.1,9.4172,113.00639999999999,2285.49,2172.4835999999996
97,0.92,Month-to-Month,2436,105.04,0.1,10.504000000000001,126.04800000000002,2241.12,2115.0719999999997
98,0.76,Month-to-Month,2939,97.968,0.05,4.8984000000000005,58.780800000000006,2233.64,2174.8592
99,0.78,Month-to-Month,2860,69.004,0.05,3.4502000000000006,41.40240000000001,2230.8,2189.3976000000002
100,0.82,Month-to-Month,2709,102.024,0.05,5.1012,61.214400000000005,2221.3799999999997,2160.1656
101,0.8,Month-to-Month,2767,73.008,0.05,3.6504,43.8048,2213.6,2169.7952
102,0.79,Month-to-Month,2792,98.176,0.05,4.9088,58.90560000000001,2205.6800000000003,2146.7744000000002
103,0.85,Month-to-Month,2516,86.476,0.05,4.3238,51.885600000000004,2138.6,2086.7144
104,0.79,Month-to-Month,2650,104.208,0.05,5.2104,62.5248,2093.5,2030.9752
105,0.95,Month-to-Month,2187,89.128,0.1,8.9128,106.95360000000001,2077.65,1970.6964
106,0.83,Month-to-Month,2483,82.524,0.05,4.1262,49.514399999999995,2060.89,2011.3755999999998
107,0.86,Month-to-Month,2394,77.428,0.1,7.7428,92.9136,2058.84,1965.9264
108,0.92,Month-to-Month,2233,98.228,0.1,9.8228,117.87360000000001,2054.36,1936.4864000000002
109,0.79,Month-to-Month,2570,46.124,0.05,2.3062,27.6744,2030.3000000000002,2002.6256
110,0.78,Month-to-Month,2558,91.052,0.05,4.552600000000001,54.63120000000001,1995.24,1940.6088
111,0.79,Month-to-Month,2487,103.22,0.05,5.1610000000000005,61.932,1964.73,1902.798
112,0.85,Month-to-Month,2268,103.792,0.05,5.1896,62.275200000000005,1927.8,1865.5248
113,0.91,Month-to-Month,2100,72.696,0.1,7.2696000000000005,87.2352,1911.0,1823.7648
114,0.79,Month-to-Month,2406,110.968,0.05,5.548400000000001,66.58080000000001,1900.74,1834.1592
115,0.76,Month-to-Month,2450,47.164,0.05,2.3582,28.2984,1862.0,1833.7016
116,0.79,Month-to-Month,2313,103.428,0.05,5.1714,62.0568,1827.27,1765.2132
117,0.85,Month-to-Month,2140,95.316,0.05,4.7658000000000005,57.189600000000006,1819.0,1761.8104
118,0.8,Month-to-Month,2240,49.868,0.05,2.4934000000000003,29.920800000000003,1792.0,1762.0792
119,0.84,Month-to-Month,2087,46.54,0.05,2.327,27.924,1753.08,1725.156
120,0.81,Month-to-Month,2119,82.836,0.05,4.1418,49.7016,1716.39,1666.6884
121,0.78,Month-to-Month,2196,84.6,0.05,4.2299999999999995,50.75999999999999,1712.88,1662.1200000000001
122,0.79,Month-to-Month,2031,93.496,0.05,4.6748,56.0976,1604.49,1548.3924
